Country,Year,Markup
THAILAND,2000,1.3450313
THAILAND,2001,1.2369514
THAILAND,2002,1.4256219
THAILAND,2003,1.333811
THAILAND,2004,1.31838
THAILAND,2005,1.488703
THAILAND,2006,1.4777826
THAILAND,2007,1.3802969
THAILAND,2008,1.3612306
THAILAND,2009,1.3574362
THAILAND,2010,1.3312461
THAILAND,2011,1.2260581
THAILAND,2012,1.2709738
THAILAND,2013,1.2923909
THAILAND,2014,1.2983799
THAILAND,2015,1.4429667
THAILAND,2016,1.4372584
TRINIDAD_&_TOBAGO,2005,1.0585541
TRINIDAD_&_TOBAGO,2006,1.1352772
TRINIDAD_&_TOBAGO,2007,1.2872525
TRINIDAD_&_TOBAGO,2008,1.2465302
TRINIDAD_&_TOBAGO,2009,1.1691689
TRINIDAD_&_TOBAGO,2010,1.3200332
TRINIDAD_&_TOBAGO,2011,1.284189
TRINIDAD_&_TOBAGO,2012,1.3980782
TRINIDAD_&_TOBAGO,2013,1.4106054
TRINIDAD_&_TOBAGO,2014,1.4311061
TRINIDAD_&_TOBAGO,2015,1.4561405
TRINIDAD_&_TOBAGO,2016,1.4689584
TUNISIA,2003,2.0653801
TUNISIA,2004,1.9877992
TUNISIA,2005,1.4468235
TUNISIA,2006,1.3975031
TUNISIA,2007,1.3970382
TUNISIA,2008,1.3022478
TUNISIA,2009,1.3486261
TUNISIA,2010,1.3522553
TUNISIA,2011,1.2473812
TUNISIA,2012,1.2617929
TUNISIA,2013,1.2181891
TUNISIA,2014,1.2256726
TUNISIA,2015,1.2170175
TUNISIA,2016,1.174955
TURKEY,1987,1.4135804
TURKEY,1988,1.1899083
TURKEY,1989,1.0780358
TURKEY,1990,1.0052685
TURKEY,1991,1.0286069
TURKEY,1992,1.0605447
TURKEY,1993,1.1208007
TURKEY,1994,1.2042592
TURKEY,1995,1.1620852
TURKEY,1996,1.1675605
TURKEY,1997,1.6673374
TURKEY,1998,1.9283653
TURKEY,1999,1.3777723
TURKEY,2000,1.3191581
TURKEY,2001,1.1572274
TURKEY,2002,1.1769822
TURKEY,2003,1.1349593
TURKEY,2004,1.093701
TURKEY,2005,1.1315076
TURKEY,2006,1.1162044
TURKEY,2007,1.1325976
TURKEY,2008,1.1222395
TURKEY,2009,1.1643639
TURKEY,2010,1.1484116
TURKEY,2011,1.1239669
TURKEY,2012,1.107971
TURKEY,2013,1.1019213
TURKEY,2014,1.1132267
TURKEY,2015,1.1478016
TURKEY,2016,1.1587298
UGANDA,2005,1.427384
UGANDA,2006,1.4775071
UGANDA,2007,1.4861596
UGANDA,2008,1.5092663
UGANDA,2009,1.3049266
UGANDA,2010,1.0808932
UGANDA,2011,1.1937155
UGANDA,2012,0.96172285
UGANDA,2013,1.0661324
UGANDA,2014,1.0764517
UGANDA,2015,1.1382455
UGANDA,2016,1.0790254
UKRAINE,2002,0.76172858
UKRAINE,2003,1.7158908
UKRAINE,2004,2.2929647
UKRAINE,2005,1.3969417
UKRAINE,2006,1.2388771
UKRAINE,2007,1.1813534
UKRAINE,2008,1.0948257
UKRAINE,2009,1.0462525
UKRAINE,2010,1.0793977
UKRAINE,2011,1.1059823
UKRAINE,2012,1.0253659
UKRAINE,2013,1.1294904
UKRAINE,2014,1.2105962
UKRAINE,2015,1.2543101
UKRAINE,2016,1.3216964
UNITED_ARAB_EMIRATES,1993,1.5313784
UNITED_ARAB_EMIRATES,1994,1.0311122
UNITED_ARAB_EMIRATES,1995,1.089274
UNITED_ARAB_EMIRATES,1996,1.2738398
UNITED_ARAB_EMIRATES,1997,1.148632
UNITED_ARAB_EMIRATES,1998,0.81534326
UNITED_ARAB_EMIRATES,1999,0.98046154
UNITED_ARAB_EMIRATES,2000,1.1511701
UNITED_ARAB_EMIRATES,2001,1.0408206
UNITED_ARAB_EMIRATES,2002,2.1675291
UNITED_ARAB_EMIRATES,2003,1.3090186
UNITED_ARAB_EMIRATES,2004,1.7318287
UNITED_ARAB_EMIRATES,2005,1.9077287
UNITED_ARAB_EMIRATES,2006,1.5588233
UNITED_ARAB_EMIRATES,2007,2.5526066
UNITED_ARAB_EMIRATES,2008,2.2302084
UNITED_ARAB_EMIRATES,2009,1.8633994
UNITED_ARAB_EMIRATES,2010,1.6579393
UNITED_ARAB_EMIRATES,2011,1.5858308
UNITED_ARAB_EMIRATES,2012,1.4990939
UNITED_ARAB_EMIRATES,2013,1.5469091
UNITED_ARAB_EMIRATES,2014,1.4384977
UNITED_ARAB_EMIRATES,2015,1.4707927
UNITED_ARAB_EMIRATES,2016,1.4757544
UNITED_KINGDOM,1980,0.93872172
UNITED_KINGDOM,1981,0.97307795
UNITED_KINGDOM,1982,1.0452485
UNITED_KINGDOM,1983,1.0540344
UNITED_KINGDOM,1984,1.0557209
UNITED_KINGDOM,1985,1.0666038
UNITED_KINGDOM,1986,1.1021539
UNITED_KINGDOM,1987,1.1416975
UNITED_KINGDOM,1988,1.1851263
UNITED_KINGDOM,1989,1.282617
UNITED_KINGDOM,1990,1.2698766
UNITED_KINGDOM,1991,1.272265
UNITED_KINGDOM,1992,1.2769798
UNITED_KINGDOM,1993,1.3160034
UNITED_KINGDOM,1994,1.2576914
UNITED_KINGDOM,1995,1.260744
UNITED_KINGDOM,1996,1.368103
UNITED_KINGDOM,1997,1.3697851
UNITED_KINGDOM,1998,1.4094151
UNITED_KINGDOM,1999,1.5098529
UNITED_KINGDOM,2000,1.4580375
UNITED_KINGDOM,2001,1.4037963
UNITED_KINGDOM,2002,1.4197347
UNITED_KINGDOM,2003,1.4117668
UNITED_KINGDOM,2004,1.3882704
UNITED_KINGDOM,2005,1.4441712
UNITED_KINGDOM,2006,1.4835535
UNITED_KINGDOM,2007,1.464678
UNITED_KINGDOM,2008,1.3891033
UNITED_KINGDOM,2009,1.4188453
UNITED_KINGDOM,2010,1.489343
UNITED_KINGDOM,2011,1.3817273
UNITED_KINGDOM,2012,1.4123243
UNITED_KINGDOM,2013,1.4809334
UNITED_KINGDOM,2014,1.568561
UNITED_KINGDOM,2015,1.6182904
UNITED_KINGDOM,2016,1.6789792
UNITED_STATES,1980,1.1469901
UNITED_STATES,1981,1.1445336
UNITED_STATES,1982,1.1699265
UNITED_STATES,1983,1.1836865
UNITED_STATES,1984,1.1883125
UNITED_STATES,1985,1.191517
UNITED_STATES,1986,1.2703958
UNITED_STATES,1987,1.3266546
UNITED_STATES,1988,1.3752699
UNITED_STATES,1989,1.3790448
UNITED_STATES,1990,1.3896254
UNITED_STATES,1991,1.4551529
UNITED_STATES,1992,1.4520741
UNITED_STATES,1993,1.439079
UNITED_STATES,1994,1.4273093
UNITED_STATES,1995,1.4504095
UNITED_STATES,1996,1.4541141
UNITED_STATES,1997,1.5554029
UNITED_STATES,1998,1.6085079
UNITED_STATES,1999,1.625387
UNITED_STATES,2000,1.6539735
UNITED_STATES,2001,1.5326678
UNITED_STATES,2002,1.6249319
UNITED_STATES,2003,1.6264081
UNITED_STATES,2004,1.5808649
UNITED_STATES,2005,1.5623529
UNITED_STATES,2006,1.5511969
UNITED_STATES,2007,1.5599501
UNITED_STATES,2008,1.5248241
UNITED_STATES,2009,1.5629454
UNITED_STATES,2010,1.5762436
UNITED_STATES,2011,1.5435183
UNITED_STATES,2012,1.5528064
UNITED_STATES,2013,1.6458538
UNITED_STATES,2014,1.6941921
UNITED_STATES,2015,1.7447314
UNITED_STATES,2016,1.7788502
UNITED_STATES_VIRGIN_ISLANDS,2013,6.209044
UNITED_STATES_VIRGIN_ISLANDS,2014,4.6002283
UNITED_STATES_VIRGIN_ISLANDS,2015,2.7515037
UNITED_STATES_VIRGIN_ISLANDS,2016,4.4102039
URUGUAY,2009,1.1859156
URUGUAY,2010,1.1325619
URUGUAY,2011,1.1163058
URUGUAY,2012,1.1546961
URUGUAY,2013,1.2409338
URUGUAY,2014,1.2624943
VENEZUELA,1987,1.8395914
VENEZUELA,1988,1.2734836
VENEZUELA,1989,1.9490951
VENEZUELA,1990,1.3157154
VENEZUELA,1991,1.3240983
VENEZUELA,1992,1.2409904
VENEZUELA,1993,1.283748
VENEZUELA,1994,1.3739314
VENEZUELA,1995,1.357656
VENEZUELA,1996,1.5845047
VENEZUELA,1997,1.547461
VENEZUELA,1998,1.3605697
VENEZUELA,1999,1.4271003
VENEZUELA,2000,2.1630204
VENEZUELA,2001,2.101547
VENEZUELA,2002,2.0050948
VENEZUELA,2003,2.1383142
VENEZUELA,2004,2.5164788
VENEZUELA,2005,1.8974166
VENEZUELA,2006,1.579601
VENEZUELA,2007,1.1760348
VENEZUELA,2008,1.2876314
VENEZUELA,2009,1.2088087
VENEZUELA,2010,1.3334836
VENEZUELA,2011,1.4618917
VENEZUELA,2012,1.27637
VENEZUELA,2013,1.2563038
VENEZUELA,2014,1.2504349
VENEZUELA,2015,1.1963481
VENEZUELA,2016,1.4656998
VIETNAM,2001,1.2687362
VIETNAM,2002,1.1469895
VIETNAM,2003,0.81664735
VIETNAM,2004,1.1437762
VIETNAM,2005,1.1489137
VIETNAM,2006,1.1912693
VIETNAM,2007,1.1554253
VIETNAM,2008,1.1088099
VIETNAM,2009,1.1404384
VIETNAM,2010,1.1278185
VIETNAM,2011,1.0855534
VIETNAM,2012,1.0850672
VIETNAM,2013,1.121092
VIETNAM,2014,1.1442339
VIETNAM,2015,1.1389225
VIETNAM,2016,1.1681174
ZAMBIA,2000,0.54118538
ZAMBIA,2005,2.2763212
ZAMBIA,2006,1.6539774
ZAMBIA,2007,1.3704144
ZAMBIA,2008,2.428551
ZAMBIA,2009,1.527933
ZAMBIA,2010,1.6278545
ZAMBIA,2011,1.6401536
ZAMBIA,2012,1.5488816
ZAMBIA,2013,1.9246781
ZAMBIA,2014,1.5724027
ZAMBIA,2015,1.4628494
ZAMBIA,2016,3.2306271
ZIMBABWE,1993,1.067474
ZIMBABWE,1994,1.0770861
ZIMBABWE,1995,1.0538994
ZIMBABWE,1996,1.0199145
ZIMBABWE,1997,1.0265632
ZIMBABWE,1998,1.0561335
ZIMBABWE,1999,1.0736607
ZIMBABWE,2000,1.4393412
ZIMBABWE,2001,1.2012929
ZIMBABWE,2002,1.1680124
ZIMBABWE,2003,3.2307327
ZIMBABWE,2004,2.5144362
ZIMBABWE,2005,1.6652359
ZIMBABWE,2006,1.4120225
ZIMBABWE,2007,1.5700774
ZIMBABWE,2008,1.289356
ZIMBABWE,2009,0.98784703
ZIMBABWE,2010,1.850382
ZIMBABWE,2011,2.5003922
ZIMBABWE,2012,2.0990098
ZIMBABWE,2013,1.929139
ZIMBABWE,2014,1.5262113
ZIMBABWE,2015,2.1396823
ZIMBABWE,2016,1.2872001
